ticket_id,case_id,created_at,requester_id,department,channel,category,affected_system,priority,subject,description,status,assignee_id,resolution_code,time_to_resolve_hours,reopened,sla_breached,csat
TCK-00127,CASE-00042,2025-01-24T16:15,USR-00162,Legal,Chat,VPN,VPN,P3,VPN disconnects every few minutes since the update,Since the VPN client auto-updated this week the tunnel drops every 3-5 minutes and I have to reconnect constantly.,Resolved,TECH-07,Fixed,2.4,No,No,3
TCK-00128,,2025-05-07T16:29,USR-00257,Marketing,Phone,Software,CRM,P4,CRM crashes when exporting report,The CRM closes itself every time I export a large report to Excel.,Resolved,TECH-06,Duplicate,0.7,No,No,2
TCK-00129,,2025-04-10T16:35,USR-00163,Finance,Email,Account/Access,CRM,P2,Need access to CRM Sales module,I moved to the Sales team and need the CRM Sales module added to my account.,Escalated,TECH-01,,,No,Yes,
TCK-00130,,2025-04-22T12:07,USR-00192,Sales,Chat,Network,VPN,P3,Slow VPN throughput,VPN connects fine but file transfers are extremely slow compared to last month.,Resolved,TECH-02,No Issue Found,1.1,No,No,2
TCK-00131,,2025-04-11T14:09,USR-00197,Ops,Portal,Hardware,Laptop,P3,Laptop won't power on,"My laptop is completely dead - no lights when I press power, even plugged in.",Resolved,TECH-08,Fixed,2.9,No,No,5
TCK-00132,,2025-03-06T13:49,USR-00164,Legal,Portal,Network,VPN,P3,Slow VPN throughput,VPN connects fine but file transfers are extremely slow compared to last month.,Resolved,TECH-02,Duplicate,0.5,No,No,2
TCK-00133,,2025-05-14T16:53,USR-00119,Legal,Phone,Software,Laptop,P4,Teams microphone not working,In Teams calls nobody can hear me; mic works in other apps.,Closed,TECH-07,Fixed,1.1,No,No,3
TCK-00134,,2025-01-24T15:11,USR-00116,Ops,Phone,Hardware,Laptop,P2,Laptop battery drains in an hour,Battery health seems poor; it drops from 100% to 10% within an hour.,Resolved,TECH-05,Fixed,6.3,No,No,3
TCK-00135,,2025-03-29T17:30,USR-00121,Ops,Portal,Network,VPN,P4,Slow VPN throughput,VPN connects fine but file transfers are extremely slow compared to last month.,Closed,TECH-01,No Issue Found,1.2,No,No,3
TCK-00136,,2025-03-22T13:51,USR-00201,Legal,Phone,Hardware,Printer,P4,Toner low warning won't clear,The printer keeps warning low toner even after I replaced the cartridge.,Resolved,TECH-02,No Issue Found,0.7,No,No,1
TCK-00137,,2025-05-02T16:38,USR-00155,HR,Chat,Network,VPN,P3,Slow VPN throughput,VPN connects fine but file transfers are extremely slow compared to last month.,Resolved,TECH-04,User Education,0.9,No,No,4
TCK-00138,,2025-06-05T17:42,USR-00216,Engineering,Portal,Network,Laptop,P4,Wi-Fi keeps dropping in the office,My laptop loses office Wi-Fi every 20 minutes; reconnecting works briefly.,Resolved,TECH-04,Fixed,1.3,No,No,5
TCK-00139,,2025-02-21T11:21,USR-00135,Finance,Email,Hardware,Laptop,P3,Laptop won't power on,"My laptop is completely dead - no lights when I press power, even plugged in.",Open,TECH-05,,,No,No,
TCK-00140,,2025-05-06T12:02,USR-00260,Ops,Portal,Account/Access,CRM,P3,Need access to CRM Sales module,I moved to the Sales team and need the CRM Sales module added to my account.,Resolved,TECH-07,Workaround,3.0,No,No,4
TCK-00141,,2025-04-21T08:20,USR-00138,HR,Email,Network,VPN,P3,Slow VPN throughput,VPN connects fine but file transfers are extremely slow compared to last month.,Closed,TECH-03,Workaround,3.3,No,No,5
TCK-00142,,2025-04-08T09:58,USR-00183,Legal,Chat,Software,Laptop,P3,Teams microphone not working,In Teams calls nobody can hear me; mic works in other apps.,Closed,TECH-02,Fixed,2.4,No,No,4
TCK-00143,CASE-00067,2025-02-18T09:18,USR-00179,Finance,Portal,Account/Access,Active Directory,P2,Cannot log in - account keeps locking,After changing my password my account locks repeatedly. Phone and laptop both fail to sign in.,Resolved,TECH-03,Workaround,9.2,No,Yes,5
TCK-00144,,2025-04-16T16:08,USR-00239,HR,Chat,Software,CRM,P4,CRM crashes when exporting report,The CRM closes itself every time I export a large report to Excel.,Closed,TECH-04,Fixed,0.5,No,No,5
TCK-00145,,2025-05-14T16:31,USR-00158,Marketing,Email,Account/Access,CRM,P4,Need access to CRM Sales module,I moved to the Sales team and need the CRM Sales module added to my account.,Resolved,TECH-05,Workaround,1.8,No,Yes,3
TCK-00146,CASE-00042,2025-03-05T12:05,USR-00216,Marketing,Phone,VPN,VPN,P1,Cannot stay connected to VPN after client upgrade,VPN was fine last week. Now it disconnects within minutes of connecting. Reinstalling did not help.,Escalated,TECH-03,,,No,Yes,
TCK-00147,,2025-05-02T09:42,USR-00244,Finance,Email,Software,Outlook,P4,Calendar invites not showing,Meeting invites sent to me don't appear on my Outlook calendar.,Resolved,TECH-04,Workaround,2.0,Yes,No,5
TCK-00148,,2025-02-01T17:32,USR-00171,Ops,Portal,Network,VPN,P3,Slow VPN throughput,VPN connects fine but file transfers are extremely slow compared to last month.,Resolved,TECH-07,Workaround,1.3,No,No,5
TCK-00149,,2025-02-13T12:52,USR-00212,Sales,Chat,Hardware,Laptop,P3,Laptop battery drains in an hour,Battery health seems poor; it drops from 100% to 10% within an hour.,Resolved,TECH-05,Fixed,3.3,No,No,4
TCK-00150,,2025-05-01T15:43,USR-00133,HR,Email,Security,Outlook,P4,Suspicious phishing email received,I received an email asking me to verify my password via a link - looks like phishing.,Closed,TECH-02,Fixed,1.7,No,No,4
TCK-00151,CASE-00099,2025-02-19T15:33,USR-00225,Sales,Chat,Network,VPN,P1,Slow VPN throughput,VPN connects fine but file transfers are extremely slow compared to last month.,In Progress,TECH-06,,,No,No,
TCK-00152,,2025-04-17T15:11,USR-00109,Sales,Phone,Hardware,Laptop,P4,Laptop won't power on,"My laptop is completely dead - no lights when I press power, even plugged in.",Open,TECH-02,,,No,No,
TCK-00153,,2025-05-11T09:57,USR-00218,Marketing,Phone,Software,Outlook,P4,Calendar invites not showing,Meeting invites sent to me don't appear on my Outlook calendar.,Closed,TECH-01,User Education,1.2,No,No,4
TCK-00154,,2025-04-08T10:19,USR-00132,Marketing,Chat,Software,Outlook,P3,Calendar invites not showing,Meeting invites sent to me don't appear on my Outlook calendar.,Resolved,TECH-02,Fixed,1.5,No,No,1
TCK-00155,CASE-00051,2025-05-30T16:20,USR-00161,Engineering,Chat,Email,Outlook,P3,Outlook not syncing new mail,My emails sit in the Outbox and never send. Restarting Outlook did not fix it.,Open,TECH-03,,,No,No,
TCK-00156,CASE-00042,2025-01-23T16:49,USR-00154,Ops,Portal,VPN,VPN,P3,VPN disconnects every few minutes since the update,Since the VPN client auto-updated this week the tunnel drops every 3-5 minutes and I have to reconnect constantly.,Resolved,TECH-05,Workaround,3.8,No,No,5
TCK-00157,,2025-03-23T12:03,USR-00112,Engineering,Chat,Software,Laptop,P3,Teams microphone not working,In Teams calls nobody can hear me; mic works in other apps.,Closed,TECH-06,Workaround,3.1,No,No,5
TCK-00158,,2025-02-14T12:12,USR-00207,Ops,Email,Software,Outlook,P3,Calendar invites not showing,Meeting invites sent to me don't appear on my Outlook calendar.,Open,TECH-04,,,No,No,
TCK-00159,,2025-03-20T09:41,USR-00218,Ops,Email,Hardware,Laptop,P2,Laptop won't power on,"My laptop is completely dead - no lights when I press power, even plugged in.",In Progress,TECH-08,,,No,No,
TCK-00160,,2025-06-05T12:40,USR-00177,Finance,Chat,Hardware,Printer,P4,Toner low warning won't clear,The printer keeps warning low toner even after I replaced the cartridge.,Open,TECH-08,,,No,No,
